StationNumber,Latitude,Longitude,SampleDatetime,RiverSubBasinCode,100923 PH (FIELD) pH units,80558 OXYGEN DISSOLVED (FIELD METER) mg/L,100924 SPECIFIC CONDUCTANCE (FIELD) uS/cm,100925 TEMPERATURE WATER deg C,Year,Month,Elevation,Slope,LC_5km,NDVI,Temperature,Precipitation,RP_count
AB05CA0050,51.79583,-114.635,2020-09-08 12:00:00,05CA,8.25,10.55,373.0,8.86,2020,9,1094.240356,0.29720214,8.0,0.284,9.9,33.6,10
AB05CJ0070,50.83861,-111.17667,2020-09-14 12:00:00,05CJ,8.34,9.98,430.0,14.16,2020,9,620.0371094,0.77273196,8.0,0.117,13.6,22.5,0
AB05EC0065,53.89667,-112.99556,2020-09-16 14:40:00,05EC,7.37,9.03,753.1,11.83,2020,9,597.2590942,1.01536572,9.0,0.289,14.2,4.5,0
AB05DE0015,53.05222,-115.05083,2020-09-17 09:45:00,05DE,8.19,10.32,456.4,11.19,2020,9,775.7210083,1.993286729,10.0,0.289,11.7,15.6,0
AB05CE0100,51.41528,-112.62972,2020-09-10 14:45:00,05CE,8.43,9.9,618.0,16.7,2020,9,676.1588135,0.660646439,12.0,0.196,13.9,26.5,0
AB05AH0020,50.02756,-110.63783,2020-09-15 09:40:00,05AH,8.11,12.73,665.0,11.45,2020,9,658.3436279,1.809375167,8.0,0.117,14.5,29.9,0
AB05AH0050,50.02964,-110.64606,2020-09-15 09:00:00,05AH,7.9,10.85,419.0,11.9,2020,9,658.0493164,0.251512021,8.0,0.117,14.5,29.9,0
AB05BL0470,50.71595,-113.86003,2020-09-02 09:15:00,05BL,8.3,9.42,412.0,13.58,2020,9,1006.582642,0.844795227,12.0,0.337,13.4,19.0,0
AB05BL1440,50.69683,-114.23583,2020-09-02 10:20:00,05BL,8.31,9.56,352.0,11.33,2020,9,1164.171631,2.187244892,10.0,0.337,11.7,17.5,0
AB05DA0025,52.05167,-116.39306,2020-09-23 11:20:00,05DA,8.21,10.65,303.1,6.67,2020,9,1337.332764,4.522583008,9.0,0.228,10.2,44.0,0
AB05AJ0060,50.04292,-110.72608,2020-09-15 10:45:00,05AJ,8.35,11.39,383.0,14.23,2020,9,656.0934448,1.23671627,8.0,0.117,14.5,29.9,47
AB05AK0990,50.10475,-110.69114,2020-09-15 12:10:00,05AK,8.38,11.17,376.0,14.48,2020,9,647.6986084,2.392420769,5.0,0.117,14.5,29.9,31
AB05AE0070,49.58889,-112.88056,2020-09-17 09:30:00,05AE,8.22,10.78,323.0,13.6,2020,9,846.6937256,1.446081042,8.0,0.158,13.7,29.5,0
AB05DF0020,53.31111,-114.05139,2020-09-24 08:15:00,05DF,8.29,9.13,769.7,11.5,2020,9,650.2253418,2.354493618,12.0,0.228,11.9,10.4,0
AB05EA0025,53.83278,-113.28278,2020-09-16 15:20:00,05EA,7.93,10.26,563.6,12.54,2020,9,624.8803711,0.565884769,12.0,0.289,14.2,4.5,0
AB05CE0680,51.53266,-112.88884,2020-09-10 13:30:00,05CE,8.67,11.61,1613.0,17.72,2020,9,688.8858032,0.83265537,12.0,0.196,13.9,26.5,0
AB05DE2000,53.35194,-114.65972,2020-09-17 11:00:00,05DE,7.71,7.6,745.0,10.95,2020,9,722.1881104,0.508582652,12.0,0.289,11.5,11.9,0
AB05BN0065,50.14928,-111.66558,2020-09-09 12:30:00,05BN,8.59,10.02,427.0,14.07,2020,9,722.8248901,0.478637516,8.0,0.196,13.3,27.4,0
AB05EE0530,53.65127,-110.34401,2020-09-16 10:00:00,05EE,7.89,12.6,1070.1,8.51,2020,9,509.3190308,2.055208683,12.0,0.207,10.8,12.6,0
AB05BG0100,51.28283,-114.83731,2020-09-01 09:15:00,05BG,7.98,9.89,364.0,8.98,2020,9,1258.355103,5.491668701,9.0,0.337,12.1,41.0,0
AB07GE0165,55.13667,-118.30833,2020-09-22 10:30:00,07GE,8.49,10.49,353.0,11.97,2020,9,487.345459,0.68732971,10.0,0.172,10.5,13.7,0
AB07GE0020,55.07194,-118.80472,2020-09-22 12:00:00,07GE,8.42,10.37,312.0,11.38,2020,9,521.3369751,0.863822103,10.0,0.172,11.0,21.4,0
AB05CC0225,52.27096,-113.8022,2020-09-09 14:00:00,05CC,8.24,10.16,826.0,12.41,2020,9,855.1530151,0.258586854,13.0,0.37,11.5,23.7,7
AB05AD0190,49.43028,-113.49583,2020-09-16 11:10:00,05AD,8.28,11.6,242.0,13.16,2020,9,1041.878418,4.099010468,12.0,0.246,13.9,25.8,0
AB05DF0840,53.3,-113.97972,2020-09-24 08:55:00,05DF,7.95,8.28,775.4,11.92,2020,9,689.203064,0.644878209,12.0,0.228,11.9,10.4,0
AB05DF0260,53.48361,-113.55444,2020-09-24 11:10:00,05DF,7.99,9.52,1081.6,12.75,2020,9,626.4703369,1.999163032,13.0,0.228,13.2,5.4,22
AB05AB0260,49.75255,-113.40351,2020-09-16 09:00:00,05AB,8.25,9.6,500.0,13.68,2020,9,930.1911011,2.844059706,12.0,0.246,13.5,30.6,0
AB07BE0010,54.72222,-113.28611,2020-10-08 14:30:00,07BE,8.2,10.56,304.7,10.17,2020,10,510.3901062,1.253601551,10.0,0.124,1.1,1.1,0
AB07BD0010,54.43222,-114.48333,2020-10-07 10:30:00,07BD,8.43,10.4,304.1,9.89,2020,10,580.3129883,0.200420573,11.0,0.124,0.4,7.6,0
AB05FA0060,52.65881,-113.67508,2020-10-05 09:50:00,05FA,7.85,8.39,450.1,10.58,2020,10,804.4741211,0.64455384,12.0,0.1,1.7,19.6,0
AB05FA0340,52.93736,-112.84861,2020-10-05 11:30:00,05FA,8.22,11.17,560.0,10.75,2020,10,683.4337158,0.636118114,12.0,0.117,1.1,7.4,0
AB05CA0045,51.80198,-114.66324,2020-10-01 11:30:00,05CA,7.95,10.4,499.0,9.57,2020,10,1105.551392,0.151217431,8.0,0.121,1.2,39.7,24
AB05CH0120,50.84222,-111.60417,2020-10-08 11:30:00,05CH,8.28,9.91,738.0,10.76,2020,10,637.9532471,0.785174131,7.0,0.032,3.2,12.1,0
AB05CC0460,52.35664,-113.79567,2020-10-05 13:15:00,05CC,8.26,9.64,599.0,11.11,2020,10,844.72229,0.386448085,12.0,0.1,1.6,25.1,1
AB05CA0015,51.73667,-114.65444,2020-10-01 13:40:00,05CA,8.31,11.07,404.0,9.9,2020,10,1115.195801,0.968437791,8.0,0.121,1.2,39.7,0
AB05CA0090,51.92645,-114.68533,2020-10-01 12:10:00,05CA,8.3,10.57,390.0,10.3,2020,10,1073.328979,0.349916279,9.0,0.133,1.2,39.7,0
AB05CE0690,51.49778,-112.84139,2020-10-07 12:00:00,05CE,8.48,9.97,1339.0,11.72,2020,10,688.6226807,0.451401502,12.0,0.052,3.8,7.2,0
AB05CB0270,52.02799,-114.14036,2020-10-05 10:00:00,05CB,8.35,10.21,462.0,9.94,2020,10,908.1798706,2.444368601,12.0,0.1,1.6,22.9,0
AB05CJ0030,50.84167,-111.93056,2020-10-08 10:30:00,05CJ,8.42,10.92,550.0,9.81,2020,10,698.5332031,0.413563311,8.0,0.052,2.8,9.2,0
AB05CC0100,52.08635,-114.12296,2020-10-05 11:30:00,05CC,8.31,9.77,567.0,11.15,2020,10,899.2254028,2.05106473,12.0,0.1,1.6,22.9,0
AB05DF0010,53.36889,-113.75139,2020-10-05 10:50:00,05DF,8.36,9.99,299.9,11.48,2020,10,629.4031982,5.696750641,10.0,0.1,0.9,7.8,0
AB05EC0010,53.99092,-112.47592,2020-10-08 11:30:00,05EC,8.5,10.41,334.9,10.52,2020,10,563.9403687,3.655014753,12.0,0.124,2.6,13.8,0
AB05CB0070,52.08902,-114.47761,2020-10-05 10:30:00,05CB,8.26,10.51,480.0,7.6,2020,10,965.9175415,0.592109323,12.0,0.1,1.2,38.7,0
AB05CC0010,52.26722,-113.86361,2020-10-06 09:30:00,05CC,8.32,9.62,399.0,11.5,2020,10,864.8457031,1.969523072,12.0,0.1,1.6,22.9,12
AB05CD0375,51.65056,-112.90306,2020-10-07 10:20:00,05CD,8.5,10.16,422.0,11.45,2020,10,690.7446899,1.986792326,12.0,0.052,2.2,1.2,0
AB05CD0250,52.30548,-113.07658,2020-10-06 11:30:00,05CD,8.44,10.26,398.0,11.62,2020,10,748.2609253,3.251692772,12.0,0.1,2.2,18.2,0
AB05CA0050,51.79583,-114.635,2020-10-01 10:00:00,05CA,8.14,10.61,400.0,8.05,2020,10,1094.240356,0.29720214,8.0,0.121,1.2,39.7,10
AB05CJ0070,50.83861,-111.17667,2020-10-08 12:30:00,05CJ,8.49,10.87,473.0,11.94,2020,10,620.0371094,0.77273196,8.0,0.032,3.0,13.6,0
AB05CE0100,51.41528,-112.62972,2020-10-07 13:00:00,05CE,8.55,10.89,750.0,11.92,2020,10,676.1588135,0.660646439,12.0,0.052,3.8,7.2,0
AB05CE0680,51.53266,-112.88884,2020-10-07 11:30:00,05CE,8.59,10.15,1875.0,12.14,2020,10,688.8858032,0.83265537,12.0,0.052,3.8,7.2,0
AB05CC0225,52.27096,-113.8022,2020-10-05 14:00:00,05CC,7.96,8.47,1095.0,9.99,2020,10,855.1530151,0.258586854,13.0,0.1,1.6,22.9,7
AB07AD0100,53.36883,-117.72562,2021-04-13 13:00:00,07AD,8.14,12.07,443.8,4.89,2021,4,968.2740479,7.371900082,9.0,0.109,3.3,25.2,0
AB07DD0010,58.38278,-111.51778,2021-04-13 08:15:00,07DD,7.37,11.89,317.0,-0.02,2021,4,221.0250397,1.331387877,10.0,0.109,-3.0,2.7,0
AB07DD0010,58.38278,-111.51778,2021-04-13 08:15:00,07DD,7.37,11.89,317.0,-0.02,2021,4,221.0250397,1.331387877,10.0,0.109,-3.3,10.9,0
AB07BE0010,54.72222,-113.28611,2021-04-13 09:40:00,07BE,8.32,13.59,322.0,0.13,2021,4,510.3901062,1.253601551,10.0,0.109,3.5,6.4,0
AB07BD0010,54.43222,-114.48333,2021-04-19 11:00:00,07BD,8.11,13.75,335.5,1.27,2021,4,580.3129883,0.200420573,11.0,0.127,3.1,9.4,0
AB07CC0030,56.72028,-111.40556,2021-04-14 08:15:00,07CC,7.69,13.39,316.7,-0.01,2021,4,240.5357361,2.6102705,10.0,0.109,1.7,7.5,0
AB05ED0100,53.88889,-110.92111,2021-04-14 11:30:00,05ED,6.93,9.98,372.4,3.36,2021,4,582.4170532,4.449137211,12.0,0.109,2.6,2.5,0
AB05ED0100,53.88889,-110.92111,2021-04-26 12:50:00,05ED,6.61,9.89,639.0,6.88,2021,4,582.4170532,4.449137211,12.0,0.134,2.6,2.5,0
AB05DC0070,52.66389,-115.07611,2021-04-20 11:30:00,05DC,8.63,11.78,312.1,4.1,2021,4,881.742981,0.459929317,9.0,0.124,2.9,17.9,52
AB05DC0070,52.66389,-115.07611,2021-04-27 11:30:00,05DC,7.5,11.23,315.3,4.59,2021,4,881.742981,0.459929317,9.0,0.134,2.9,17.9,52
AB05CA0045,51.80198,-114.66324,2021-04-12 13:00:00,05CA,8.01,12.88,367.0,4.45,2021,4,1105.551392,0.151217431,8.0,0.08,2.5,12.3,25
AB05AB0100,49.63926,-113.79526,2021-04-27 11:00:00,05AB,8.46,10.76,675.0,9.73,2021,4,1092.840088,1.027666211,8.0,0.131,4.5,26.3,0
AB05AD0070,49.47882,-113.30135,2021-04-21 10:10:00,05AD,8.02,12.33,426.0,6.9,2021,4,980.2529907,1.081493616,12.0,0.112,4.3,36.2,0
AB05AD0240,49.7275,-113.17806,2021-04-21 08:30:00,05AD,8.04,12.37,346.0,7.6,2021,4,898.3754883,4.490865707,12.0,0.112,4.9,13.7,0
AB07AC0015,54.0121,-116.96656,2021-04-21 11:20:00,07AC,7.97,12.88,297.8,1.31,2021,4,864.2140503,1.843506694,9.0,0.127,2.9,12.2,0
AB05CH0120,50.84222,-111.60417,2021-04-20 11:30:00,05CH,8.03,11.92,1038.0,7.93,2021,4,637.9532471,0.785174131,7.0,0.1,5.2,11.0,0
AB05DC0021,52.36861,-116.29889,2021-04-21 11:00:00,05DC,7.33,11.73,462.1,0.78,2021,4,1289.550903,8.337956429,9.0,0.124,2.2,29.2,0
AB05DC0021,52.36861,-116.29889,2021-04-28 11:30:00,05DC,7.37,11.23,476.2,2.69,2021,4,1289.550903,8.337956429,9.0,0.134,2.2,29.2,0
AB05CC0460,52.35664,-113.79567,2021-04-14 13:00:00,05CC,8.39,14.33,370.0,3.09,2021,4,844.72229,0.386448085,12.0,0.09,3.4,11.4,1
AB05BM0010,50.82575,-113.44211,2021-04-12 11:20:00,05BM,8.22,12.03,433.0,4.15,2021,4,909.9938965,1.647593737,12.0,0.073,3.9,8.4,0
AB05BN0010,50.04786,-111.59199,2021-04-13 13:10:00,05BN,8.37,12.4,498.0,6.1,2021,4,700.5982666,2.371221304,8.0,0.049,6.0,10.2,0
AB05DD0030,52.9125,-115.35556,2021-04-20 10:00:00,05DD,7.82,13.07,384.9,6.25,2021,4,901.1685791,17.25786209,9.0,0.124,3.9,15.0,16
AB05DD0030,52.9125,-115.35556,2021-04-27 10:30:00,05DD,8.05,11.79,373.6,6.91,2021,4,901.1685791,17.25786209,9.0,0.134,3.9,15.0,16
AB05DB0010,52.34444,-114.93611,2021-04-20 13:00:00,05DB,8.08,12.69,489.2,6.84,2021,4,967.4539185,2.230130196,11.0,0.124,2.9,17.9,0
AB05DB0010,52.34444,-114.93611,2021-04-27 12:45:00,05DB,8.25,12.07,496.8,6.07,2021,4,967.4539185,2.230130196,11.0,0.134,2.9,17.9,0
AB05BN0070,50.43056,-112.22778,2021-04-13 10:05:00,05BN,7.89,11.9,1207.0,2.13,2021,4,743.7490845,1.661196709,7.0,0.073,5.5,6.2,0
AB05DF0030,53.33722,-113.8175,2021-04-15 14:10:00,05DF,8.22,12.87,646.0,0.4,2021,4,653.0944824,9.210365295,12.0,0.09,4.1,11.7,0
AB05DF0030,53.33722,-113.8175,2021-04-29 10:40:00,05DF,8.01,12.53,782.0,3.88,2021,4,653.0944824,9.210365295,12.0,0.134,4.1,11.7,0
AB05AG0140,49.96502,-112.08198,2021-04-28 11:00:00,05AG,8.57,13.19,3371.0,12.9,2021,4,742.4788818,4.60358572,8.0,0.114,6.2,11.4,0
AB05CA0015,51.73667,-114.65444,2021-04-12 11:00:00,05CA,8.22,13.13,404.0,0.03,2021,4,1115.195801,0.968437791,8.0,0.08,2.5,12.3,0
AB05BL0490,50.78231,-113.82586,2021-04-12 10:10:00,05BL,8.34,12.35,453.0,3.47,2021,4,964.1889648,7.267912865,12.0,0.08,5.2,25.8,0
AB05BL0210,50.60126,-113.85801,2021-04-12 08:55:00,05BL,8.17,11.36,411.0,3.33,2021,4,1030.83728,1.431239724,12.0,0.08,4.3,12.0,48
AB05CA0090,51.92645,-114.68533,2021-04-12 14:00:00,05CA,8.21,12.18,390.0,5.49,2021,4,1073.328979,0.349916279,9.0,0.09,2.5,12.3,9
AB05CE0690,51.49778,-112.84139,2021-04-19 11:30:00,05CE,8.28,11.42,1161.0,6.55,2021,4,688.6226807,0.451401502,12.0,0.104,5.2,0.0,0
AB07BK0125,55.20667,-114.1225,2021-04-15 11:30:00,07BK,7.69,12.7,219.4,3.38,2021,4,561.3552856,1.418970466,9.0,0.06,1.4,38.3,0
AB07BK0125,55.20667,-114.1225,2021-04-15 11:30:00,07BK,7.69,12.7,219.4,3.38,2021,4,561.3552856,1.418970466,9.0,0.06,1.5,21.3,0
AB05AC0190,50.13183,-113.13732,2021-04-26 11:25:00,05AC,8.44,12.01,586.0,9.64,2021,4,900.1089478,0.301615566,12.0,0.114,4.7,14.6,0
AB05AC0100,50.3531,-113.54371,2021-04-26 09:20:00,05AC,8.14,10.95,440.0,6.26,2021,4,968.0073242,2.200503826,12.0,0.114,4.3,10.4,0
AB05AC0175,50.22533,-113.39758,2021-04-26 10:40:00,05AC,8.4,11.87,476.0,8.37,2021,4,943.9644165,2.929008245,12.0,0.131,4.3,10.4,0
AB05AC0320,49.90167,-112.50667,2021-04-28 10:00:00,05AC,8.31,10.8,408.0,10.3,2021,4,769.3374023,0.632007778,8.0,0.114,5.5,15.2,0
AB05CB0270,52.02799,-114.14036,2021-04-14 08:30:00,05CB,8.28,12.27,468.0,2.26,2021,4,908.1798706,2.444368601,12.0,0.09,3.2,4.5,0
AB05CJ0030,50.84167,-111.93056,2021-04-20 10:45:00,05CJ,8.19,11.84,1639.0,5.32,2021,4,698.5332031,0.413563311,8.0,0.104,4.3,14.5,0
AB07AG0345,54.01297,-115.84156,2021-04-21 14:40:00,07AG,8.26,11.81,335.8,6.7,2021,4,728.62854,0.22421129,10.0,0.127,3.0,16.9,0
AB05CC0100,52.08635,-114.12296,2021-04-14 09:15:00,05CC,8.26,13.03,382.0,3.99,2021,4,899.2254028,2.05106473,12.0,0.09,3.2,4.5,0
AB05CE0700,51.47139,-112.71667,2021-04-19 12:00:00,05CE,8.44,12.25,1582.0,6.51,2021,4,678.2585449,0.723603606,12.0,0.104,5.2,0.0,0
AB07AA0007,52.864,-118.10589,2021-04-13 11:30:00,07AA,7.76,12.7,340.2,1.75,2021,4,1040.0,5.445439816,9.0,0.08,3.7,11.4,0
AB11AA0070,49.14541,-111.30734,2021-04-19 09:40:00,11AA,7.97,12.97,204.0,3.97,2021,4,881.9883423,0.03737447,5.0,0.1,5.4,11.6,0
AB11AA0280,49.09,-112.39833,2021-04-20 09:50:00,11AA,8.15,13.1,522.0,4.48,2021,4,1109.041992,0.702517629,5.0,0.104,4.7,18.1,0
AB11AA0150,49.14811,-112.16728,2021-04-20 08:45:00,11AA,7.97,12.9,223.0,3.82,2021,4,1061.836914,2.844055891,8.0,0.104,4.7,18.1,0
AB11AA0330,49.03472,-111.38797,2021-04-19 10:20:00,11AA,7.72,11.56,1024.0,5.6,2021,4,997.367981,2.236922979,8.0,0.104,5.6,10.9,0
AB05DE0155,53.24778,-114.70639,2021-04-15 11:50:00,05DE,8.37,12.03,335.1,5.84,2021,4,739.3805542,0.838869512,10.0,0.09,4.2,18.3,6
AB05DE0155,53.24778,-114.70639,2021-04-28 13:20:00,05DE,8.23,11.46,389.9,7.63,2021,4,739.3805542,0.838869512,10.0,0.134,4.2,18.3,6
AB05AC0160,50.252,-113.55347,2021-04-26 10:00:00,05AC,8.46,10.75,920.0,7.22,2021,4,984.7982788,0.530075252,12.0,0.131,4.3,10.4,5
AB05BN0130,50.22243,-112.09794,2021-04-13 11:20:00,05BN,8.26,13.77,1139.0,5.96,2021,4,735.1934204,0.899481297,12.0,0.073,5.5,6.2,0
AB05DD0200,52.81917,-115.51306,2021-04-20 10:00:00,05DD,7.58,12.51,319.7,1.19,2021,4,925.3668823,2.678363085,9.0,0.124,3.9,15.0,0
AB05DD0200,52.81917,-115.51306,2021-04-27 10:05:00,05DD,7.6,11.71,317.9,2.67,2021,4,925.3668823,2.678363085,9.0,0.134,3.9,15.0,0
AB11AA0270,49.02673,-112.96927,2021-04-20 11:00:00,11AA,7.98,14.07,161.0,4.32,2021,4,1255.405762,2.214713573,8.0,0.112,3.3,22.8,0
AB05DC0050,52.34808,-114.98176,2021-04-20 12:05:00,05DC,7.83,11.66,306.5,5.43,2021,4,964.1829834,3.627049446,9.0,0.124,2.9,17.9,0
AB05DC0025,52.45381,-115.75947,2021-04-21 12:00:00,05DC,7.79,11.47,285.0,3.35,2021,4,1124.740723,1.479706287,9.0,0.124,2.2,29.2,0
AB05DA0010,52.00167,-116.47306,2021-04-21 08:15:00,05DA,7.65,10.87,299.3,0.93,2021,4,1345.765015,0.853013396,8.0,0.124,2.2,29.2,0
AB05DA0010,52.00167,-116.47306,2021-04-28 08:40:00,05DA,7.54,10.68,301.3,4.45,2021,4,1345.765015,0.853013396,8.0,0.134,2.2,29.2,0
AB05AD0010,49.7017,-112.86624,2021-04-28 07:45:00,05AD,8.38,10.03,373.0,10.34,2021,4,821.6375732,0.320869893,12.0,0.114,5.3,14.0,23
AB05AG0010,49.96166,-112.0847,2021-04-28 11:20:00,05AG,8.59,11.77,396.0,13.03,2021,4,730.2318115,6.907430649,8.0,0.114,6.2,11.4,0
AB05AA1595,49.55748,-113.82139,2021-04-27 11:30:00,05AA,8.3,11.86,310.0,5.96,2021,4,1038.801025,0.36166653,8.0,0.131,4.5,26.3,0
AB07HA0230,56.65639,-117.14667,2021-04-15 11:30:00,07HA,8.06,13.01,211.0,3.67,2021,4,295.2075195,0.64292568,9.0,0.06,2.0,17.5,0
AB07HF0010,58.40444,-116.12806,2021-04-14 12:00:00,07HF,8.01,12.03,221.0,-0.01,2021,4,252.863327,0.007821891,12.0,0.06,0.1,18.2,0
AB07FD0135,56.09319,-117.56608,2021-04-13 13:30:00,07FD,8.15,13.33,204.0,3.0,2021,4,321.2747498,3.074247122,8.0,0.06,2.2,11.5,0
AB07BC0025,54.44931,-113.99236,2021-04-15 09:45:00,07BC,8.15,11.85,359.3,4.95,2021,4,598.786499,0.701555371,12.0,0.109,3.2,7.3,0
AB05AA0480,49.54628,-113.79454,2021-04-27 10:20:00,05AA,8.42,11.09,560.0,7.3,2021,4,1038.515015,1.410951257,8.0,0.131,4.5,26.3,0
AB05AA0440,49.48194,-113.96861,2021-04-27 09:40:00,05AA,8.41,11.15,470.0,5.59,2021,4,1164.126099,7.901593208,12.0,0.131,3.7,31.8,0
AB05DC0040,52.36833,-115.42028,2021-04-20 13:00:00,05DC,7.9,11.91,541.0,5.33,2021,4,1055.168457,6.556444168,9.0,0.124,2.9,17.9,0
AB05DC0040,52.36833,-115.42028,2021-04-27 13:20:00,05DC,8.13,11.63,547.2,5.62,2021,4,1055.168457,6.556444168,9.0,0.134,2.9,17.9,0
AB05CB0070,52.08902,-114.47761,2021-04-14 10:30:00,05CB,8.06,11.98,501.0,1.41,2021,4,965.9175415,0.592109323,12.0,0.09,3.0,9.8,0
AB11AA0290,49.06717,-111.92243,2021-04-19 11:30:00,11AA,7.92,14.23,2430.0,6.5,2021,4,1005.892273,2.129700661,12.0,0.104,4.7,18.1,0
AB05CC0010,52.26722,-113.86361,2021-04-14 12:00:00,05CC,8.33,12.56,430.0,6.18,2021,4,864.8457031,1.969523072,12.0,0.09,3.2,4.5,15
AB05CD0375,51.65056,-112.90306,2021-04-15 11:00:00,05CD,8.4,11.24,458.0,9.41,2021,4,690.7446899,1.986792326,12.0,0.073,3.6,0.7,0
AB05CD0250,52.30548,-113.07658,2021-04-15 09:00:00,05CD,8.65,11.75,448.0,6.63,2021,4,748.2609253,3.251692772,12.0,0.09,4.3,12.2,21
AB05CA0050,51.79583,-114.635,2021-04-12 12:00:00,05CA,8.07,12.76,436.0,1.28,2021,4,1094.240356,0.29720214,8.0,0.08,2.5,12.3,11
AB05CJ0070,50.83861,-111.17667,2021-04-20 12:30:00,05CJ,8.24,11.79,536.0,9.35,2021,4,620.0371094,0.77273196,8.0,0.1,5.5,6.1,0
AB05EC0065,53.89667,-112.99556,2021-04-14 13:30:00,05EC,6.9,12.77,504.0,0.2,2021,4,597.2590942,1.01536572,9.0,0.09,5.8,0.8,0
AB05EC0065,53.89667,-112.99556,2021-04-26 15:10:00,05EC,7.68,17.99,638.1,7.81,2021,4,597.2590942,1.01536572,9.0,0.134,5.8,0.8,0
AB05DE0015,53.05222,-115.05083,2021-04-15 10:00:00,05DE,8.26,13.1,336.5,0.01,2021,4,775.7210083,1.993286729,10.0,0.09,3.9,15.0,0
AB05DE0015,53.05222,-115.05083,2021-04-28 11:15:00,05DE,8.17,12.0,366.6,4.8,2021,4,775.7210083,1.993286729,10.0,0.134,3.9,15.0,0
AB05CE0100,51.41528,-112.62972,2021-04-19 13:45:00,05CE,8.35,12.02,1364.0,7.16,2021,4,676.1588135,0.660646439,12.0,0.104,5.2,0.0,0
AB05AH0020,50.02756,-110.63783,2021-04-14 08:35:00,05AH,8.19,4.89,1778.0,4.65,2021,4,658.3436279,1.809375167,8.0,0.049,6.5,10.2,0
AB07AH0005,54.2012,-115.7796,2021-04-21 13:45:00,07AH,7.88,12.53,189.0,2.31,2021,4,734.8890381,0.414509088,10.0,0.127,3.0,16.9,13
AB05AH0050,50.02964,-110.64606,2021-04-14 08:55:00,05AH,8.26,12.62,1910.0,4.85,2021,4,658.0493164,0.251512021,8.0,0.049,6.5,10.2,0
AB05DA0025,52.05167,-116.39306,2021-04-21 09:30:00,05DA,6.98,11.76,387.4,0.81,2021,4,1337.332764,4.522583008,9.0,0.124,2.2,29.2,0
AB05DA0025,52.05167,-116.39306,2021-04-28 09:50:00,05DA,7.64,11.61,392.8,2.06,2021,4,1337.332764,4.522583008,9.0,0.134,2.2,29.2,0
AB07GJ0010,55.71556,-117.62194,2021-04-13 11:00:00,07GJ,7.95,12.55,353.0,0.0,2021,4,375.9607239,1.002419353,10.0,0.06,2.6,20.1,0
AB05AJ0060,50.04292,-110.72608,2021-04-14 09:45:00,05AJ,8.38,12.06,468.0,5.11,2021,4,656.0934448,1.23671627,8.0,0.049,6.5,10.2,47
AB05AK0990,50.10475,-110.69114,2021-04-14 07:35:00,05AK,8.34,11.36,479.0,5.78,2021,4,647.6986084,2.392420769,5.0,0.049,6.5,10.2,31
AB05AE0070,49.58889,-112.88056,2021-04-28 08:50:00,05AE,8.35,10.52,362.0,9.46,2021,4,846.6937256,1.446081042,8.0,0.114,4.4,19.2,0
AB05DF0020,53.31111,-114.05139,2021-04-15 13:10:00,05DF,8.32,12.36,481.6,6.36,2021,4,650.2253418,2.354493618,12.0,0.09,4.1,11.7,0
AB05DF0020,53.31111,-114.05139,2021-04-29 09:05:00,05DF,8.31,11.14,640.0,7.63,2021,4,650.2253418,2.354493618,12.0,0.134,4.1,11.7,0
AB05EA0025,53.83278,-113.28278,2021-04-14 14:15:00,05EA,7.27,12.73,817.6,7.02,2021,4,624.8803711,0.565884769,12.0,0.09,5.8,0.8,0
AB05EA0025,53.83278,-113.28278,2021-04-26 15:50:00,05EA,8.45,15.15,556.1,9.69,2021,4,624.8803711,0.565884769,12.0,0.134,5.8,0.8,0
AB05CE0680,51.53266,-112.88884,2021-04-19 11:00:00,05CE,8.51,12.0,1651.0,6.21,2021,4,688.8858032,0.83265537,12.0,0.104,5.2,0.0,0
AB05DE2000,53.35194,-114.65972,2021-04-15 11:10:00,05DE,8.17,12.0,439.1,3.06,2021,4,722.1881104,0.508582652,12.0,0.09,4.2,18.3,0
AB05DE2000,53.35194,-114.65972,2021-04-28 12:30:00,05DE,7.9,11.07,518.0,7.32,2021,4,722.1881104,0.508582652,12.0,0.134,4.2,18.3,0
AB05BN0065,50.14928,-111.66558,2021-04-13 12:15:00,05BN,8.9,12.61,457.0,8.77,2021,4,722.8248901,0.478637516,8.0,0.073,5.1,5.2,0
AB05EE0530,53.65127,-110.34401,2021-04-14 10:30:00,05EE,8.32,13.18,1122.0,3.81,2021,4,509.3190308,2.055208683,12.0,0.085,3.5,3.2,0
AB05EE0530,53.65127,-110.34401,2021-04-26 11:30:00,05EE,7.77,11.4,1093.0,7.96,2021,4,509.3190308,2.055208683,12.0,0.107,3.5,3.2,0
AB07GE0165,55.13667,-118.30833,2021-04-19 10:30:00,07GE,8.2,13.01,321.0,1.14,2021,4,487.345459,0.68732971,10.0,0.098,2.5,14.9,0
AB07GE0020,55.07194,-118.80472,2021-04-19 13:45:00,07GE,8.12,13.16,278.0,0.36,2021,4,521.3369751,0.863822103,10.0,0.098,2.8,16.4,7
AB05CC0225,52.27096,-113.8022,2021-04-15 08:00:00,05CC,8.07,12.03,1030.0,2.21,2021,4,855.1530151,0.258586854,13.0,0.09,3.2,4.5,32
AB05AD0190,49.43028,-113.49583,2021-04-21 11:00:00,05AD,8.11,12.9,285.0,7.8,2021,4,1041.878418,4.099010468,12.0,0.112,4.3,36.2,0
