StationNumber,Latitude,Longitude,SampleDatetime,RiverSubBasinCode,100923 PH (FIELD) pH units,80558 OXYGEN DISSOLVED (FIELD METER) mg/L,100924 SPECIFIC CONDUCTANCE (FIELD) uS/cm,100925 TEMPERATURE WATER deg C,Year,Month,Elevation,Slope,LC_1km,LC_5km,NDVI,Temperature,Precipitation,RP_count
AB05FD0060,52.76667,-110.60667,2018-09-17 09:13:00,05FD,8.14,7.99,468.0,11.14,2018,9,655.7735596,0.034940906,8.0,8.0,0.158,6.7,44.4,0
AB05FD0060,52.76667,-110.60667,2018-09-17 09:14:00,05FD,8.25,7.98,468.0,11.15,2018,9,655.7735596,0.034940906,8.0,8.0,0.158,6.7,44.4,0
AB05FD0060,52.76667,-110.60667,2018-09-17 09:15:00,05FD,8.28,8.0,468.0,11.17,2018,9,655.7735596,0.034940906,8.0,8.0,0.158,6.7,44.4,0
AB05FD0060,52.76667,-110.60667,2018-09-17 09:16:00,05FD,8.3,7.99,468.0,11.16,2018,9,655.7735596,0.034940906,8.0,8.0,0.158,6.7,44.4,0
AB05FD0060,52.76667,-110.60667,2018-09-17 09:17:00,05FD,8.32,8.0,467.0,11.17,2018,9,655.7735596,0.034940906,8.0,8.0,0.158,6.7,44.4,0
AB05FD0060,52.76667,-110.60667,2018-09-17 09:18:00,05FD,8.33,7.95,468.0,11.15,2018,9,655.7735596,0.034940906,8.0,8.0,0.158,6.7,44.4,0
AB05FD0060,52.76667,-110.60667,2018-09-17 09:19:00,05FD,8.34,7.97,468.0,11.17,2018,9,655.7735596,0.034940906,8.0,8.0,0.158,6.7,44.4,0
AB05FD0060,52.76667,-110.60667,2018-09-17 09:20:00,05FD,8.35,7.95,468.0,11.15,2018,9,655.7735596,0.034940906,8.0,8.0,0.158,6.7,44.4,0
AB05FD0060,52.76667,-110.60667,2018-09-17 09:21:00,05FD,8.35,7.96,468.0,11.15,2018,9,655.7735596,0.034940906,8.0,8.0,0.158,6.7,44.4,0
AB05FD0060,52.76667,-110.60667,2018-09-17 09:22:00,05FD,8.35,7.92,468.0,11.16,2018,9,655.7735596,0.034940906,8.0,8.0,0.158,6.7,44.4,0
AB05FD0060,52.76667,-110.60667,2018-09-17 09:23:00,05FD,8.35,7.94,467.0,11.15,2018,9,655.7735596,0.034940906,8.0,8.0,0.158,6.7,44.4,0
AB05FD0060,52.76667,-110.60667,2018-09-17 09:24:00,05FD,8.34,7.96,468.0,11.15,2018,9,655.7735596,0.034940906,8.0,8.0,0.158,6.7,44.4,0
AB05FD0060,52.76667,-110.60667,2018-09-17 09:25:00,05FD,8.34,7.95,468.0,11.15,2018,9,655.7735596,0.034940906,8.0,8.0,0.158,6.7,44.4,0
AB05FD0060,52.76667,-110.60667,2018-09-17 09:26:00,05FD,8.34,7.93,468.0,11.15,2018,9,655.7735596,0.034940906,8.0,8.0,0.158,6.7,44.4,0
AB05FD0060,52.76667,-110.60667,2018-09-17 09:27:00,05FD,8.33,7.88,468.0,11.14,2018,9,655.7735596,0.034940906,8.0,8.0,0.158,6.7,44.4,0
AB05FD0060,52.76667,-110.60667,2018-09-17 09:28:00,05FD,8.33,7.84,468.0,11.12,2018,9,655.7735596,0.034940906,8.0,8.0,0.158,6.7,44.4,0
AB05FD0060,52.76667,-110.60667,2018-09-17 09:29:00,05FD,8.33,7.86,468.0,11.09,2018,9,655.7735596,0.034940906,8.0,8.0,0.158,6.7,44.4,0
AB05FD0060,52.76667,-110.60667,2018-09-17 09:30:00,05FD,8.32,7.91,467.0,11.05,2018,9,655.7735596,0.034940906,8.0,8.0,0.158,6.7,44.4,0
AB05FD0060,52.76667,-110.60667,2018-09-17 09:31:00,05FD,8.31,7.91,468.0,11.04,2018,9,655.7735596,0.034940906,8.0,8.0,0.158,6.7,44.4,0
AB05FD0060,52.76667,-110.60667,2018-09-17 09:32:00,05FD,8.29,7.84,469.0,10.91,2018,9,655.7735596,0.034940906,8.0,8.0,0.158,6.7,44.4,0
AB05FD0060,52.76667,-110.60667,2018-09-17 09:33:00,05FD,7.79,0.83,527.0,8.7,2018,9,655.7735596,0.034940906,8.0,8.0,0.158,6.7,44.4,0
AB05FD0060,52.76667,-110.60667,2018-09-17 09:34:00,05FD,7.56,0.24,547.0,7.0,2018,9,655.7735596,0.034940906,8.0,8.0,0.158,6.7,44.4,0
AB05FD0060,52.76667,-110.60667,2018-09-17 09:35:00,05FD,7.48,0.1,550.0,6.61,2018,9,655.7735596,0.034940906,8.0,8.0,0.158,6.7,44.4,0
AB05FD0060,52.76667,-110.60667,2018-09-17 09:36:00,05FD,7.42,0.05,553.0,6.09,2018,9,655.7735596,0.034940906,8.0,8.0,0.158,6.7,44.4,0
AB05FD0060,52.76667,-110.60667,2018-09-17 09:37:00,05FD,7.38,0.05,562.0,5.79,2018,9,655.7735596,0.034940906,8.0,8.0,0.158,6.7,44.4,0
AB05FD0060,52.76667,-110.60667,2018-09-17 09:38:00,05FD,7.36,0.04,563.0,5.69,2018,9,655.7735596,0.034940906,8.0,8.0,0.158,6.7,44.4,0
AB05FD0060,52.76667,-110.60667,2018-09-17 09:39:00,05FD,7.33,0.04,568.0,5.58,2018,9,655.7735596,0.034940906,8.0,8.0,0.158,6.7,44.4,0
AB05AA1062,49.62886,-114.64958,2018-09-25 10:30:00,05AA,8.26,9.13,329.0,9.92,2018,9,1351.212891,0.002670673,7.0,6.0,0.161,7.1,18.6,0
AB05AA1062,49.62886,-114.64958,2018-09-25 10:31:00,05AA,8.27,9.13,329.0,9.93,2018,9,1351.212891,0.002670673,7.0,6.0,0.161,7.1,18.6,0
AB05AA1062,49.62886,-114.64958,2018-09-25 10:32:00,05AA,8.27,9.11,329.0,9.92,2018,9,1351.212891,0.002670673,7.0,6.0,0.161,7.1,18.6,0
AB05AA1062,49.62886,-114.64958,2018-09-25 10:33:00,05AA,8.27,9.11,329.0,9.93,2018,9,1351.212891,0.002670673,7.0,6.0,0.161,7.1,18.6,0
AB05AA1062,49.62886,-114.64958,2018-09-25 10:34:00,05AA,8.27,9.1,329.0,9.92,2018,9,1351.212891,0.002670673,7.0,6.0,0.161,7.1,18.6,0
AB05AA1062,49.62886,-114.64958,2018-09-25 10:35:00,05AA,8.27,9.1,329.0,9.92,2018,9,1351.212891,0.002670673,7.0,6.0,0.161,7.1,18.6,0
AB05AA1062,49.62886,-114.64958,2018-09-25 10:36:00,05AA,8.27,9.09,330.0,9.91,2018,9,1351.212891,0.002670673,7.0,6.0,0.161,7.1,18.6,0
AB05AA1062,49.62886,-114.64958,2018-09-25 10:37:00,05AA,8.26,9.09,329.0,9.91,2018,9,1351.212891,0.002670673,7.0,6.0,0.161,7.1,18.6,0
AB05AA1062,49.62886,-114.64958,2018-09-25 10:38:00,05AA,8.26,9.07,330.0,9.9,2018,9,1351.212891,0.002670673,7.0,6.0,0.161,7.1,18.6,0
AB05AA1062,49.62886,-114.64958,2018-09-25 10:39:00,05AA,8.27,9.07,330.0,9.9,2018,9,1351.212891,0.002670673,7.0,6.0,0.161,7.1,18.6,0
AB05AA1062,49.62886,-114.64958,2018-09-25 10:40:00,05AA,8.27,9.07,329.0,9.87,2018,9,1351.212891,0.002670673,7.0,6.0,0.161,7.1,18.6,0
AB05AA1062,49.62886,-114.64958,2018-09-25 10:41:00,05AA,8.26,9.07,329.0,9.85,2018,9,1351.212891,0.002670673,7.0,6.0,0.161,7.1,18.6,0
AB05AA1062,49.62886,-114.64958,2018-09-25 10:42:00,05AA,8.26,9.07,330.0,9.83,2018,9,1351.212891,0.002670673,7.0,6.0,0.161,7.1,18.6,0
AB05AA1062,49.62886,-114.64958,2018-09-25 10:43:00,05AA,8.26,9.06,330.0,9.84,2018,9,1351.212891,0.002670673,7.0,6.0,0.161,7.1,18.6,0
AB05AA1062,49.62886,-114.64958,2018-09-25 10:44:00,05AA,8.26,9.0,330.0,9.85,2018,9,1351.212891,0.002670673,7.0,6.0,0.161,7.1,18.6,0
AB05AA1062,49.62886,-114.64958,2018-09-25 10:45:00,05AA,8.26,9.04,330.0,9.84,2018,9,1351.212891,0.002670673,7.0,6.0,0.161,7.1,18.6,0
AB05AA1062,49.62886,-114.64958,2018-09-25 10:46:00,05AA,8.26,9.05,329.0,9.84,2018,9,1351.212891,0.002670673,7.0,6.0,0.161,7.1,18.6,0
AB05AA1062,49.62886,-114.64958,2018-09-25 10:47:00,05AA,8.26,9.02,330.0,9.84,2018,9,1351.212891,0.002670673,7.0,6.0,0.161,7.1,18.6,0
AB05AA1062,49.62886,-114.64958,2018-09-25 10:48:00,05AA,8.26,9.04,329.0,9.84,2018,9,1351.212891,0.002670673,7.0,6.0,0.161,7.1,18.6,0
AB05AA1062,49.62886,-114.64958,2018-09-25 10:49:00,05AA,8.26,9.03,329.0,9.84,2018,9,1351.212891,0.002670673,7.0,6.0,0.161,7.1,18.6,0
AB05AA1062,49.62886,-114.64958,2018-09-25 10:50:00,05AA,8.26,9.04,330.0,9.85,2018,9,1351.212891,0.002670673,7.0,6.0,0.161,7.1,18.6,0
AB05AA1062,49.62886,-114.64958,2018-09-25 10:51:00,05AA,8.26,9.04,329.0,9.83,2018,9,1351.212891,0.002670673,7.0,6.0,0.161,7.1,18.6,0
AB05AA1062,49.62886,-114.64958,2018-09-25 10:52:00,05AA,8.26,9.03,330.0,9.83,2018,9,1351.212891,0.002670673,7.0,6.0,0.161,7.1,18.6,0
AB05AA1062,49.62886,-114.64958,2018-09-25 10:53:00,05AA,8.26,9.03,329.0,9.83,2018,9,1351.212891,0.002670673,7.0,6.0,0.161,7.1,18.6,0
AB05AA1062,49.62886,-114.64958,2018-09-25 10:54:00,05AA,8.26,9.03,329.0,9.83,2018,9,1351.212891,0.002670673,7.0,6.0,0.161,7.1,18.6,0
AB05AA1062,49.62886,-114.64958,2018-09-25 10:55:00,05AA,8.26,9.03,330.0,9.83,2018,9,1351.212891,0.002670673,7.0,6.0,0.161,7.1,18.6,0
AB05AA1062,49.62886,-114.64958,2018-09-25 10:56:00,05AA,8.26,9.03,329.0,9.83,2018,9,1351.212891,0.002670673,7.0,6.0,0.161,7.1,18.6,0
AB05AA1062,49.62886,-114.64958,2018-09-25 10:57:00,05AA,8.26,8.97,330.0,9.82,2018,9,1351.212891,0.002670673,7.0,6.0,0.161,7.1,18.6,0
AB05AA1062,49.62886,-114.64958,2018-09-25 10:58:00,05AA,8.25,8.94,331.0,9.81,2018,9,1351.212891,0.002670673,7.0,6.0,0.161,7.1,18.6,0
AB05AA1062,49.62886,-114.64958,2018-09-25 10:59:00,05AA,8.24,8.9,331.0,9.81,2018,9,1351.212891,0.002670673,7.0,6.0,0.161,7.1,18.6,0
AB05AA1062,49.62886,-114.64958,2018-09-25 11:00:00,05AA,8.24,8.9,331.0,9.81,2018,9,1351.212891,0.002670673,7.0,6.0,0.161,7.1,18.6,0
AB05AA1062,49.62886,-114.64958,2018-09-25 11:01:00,05AA,8.25,8.91,331.0,9.8,2018,9,1351.212891,0.002670673,7.0,6.0,0.161,7.1,18.6,0
AB05AA1062,49.62886,-114.64958,2018-09-25 11:02:00,05AA,8.25,8.92,331.0,9.79,2018,9,1351.212891,0.002670673,7.0,6.0,0.161,7.1,18.6,0
AB05AA1062,49.62886,-114.64958,2018-09-25 11:03:00,05AA,8.25,8.93,331.0,9.77,2018,9,1351.212891,0.002670673,7.0,6.0,0.161,7.1,18.6,0
AB05AA1062,49.62886,-114.64958,2018-09-25 11:04:00,05AA,8.26,8.96,331.0,9.76,2018,9,1351.212891,0.002670673,7.0,6.0,0.161,7.1,18.6,0
AB05AA1062,49.62886,-114.64958,2018-09-25 11:05:00,05AA,8.26,8.95,331.0,9.76,2018,9,1351.212891,0.002670673,7.0,6.0,0.161,7.1,18.6,0
AB05AA1062,49.62886,-114.64958,2018-09-25 11:06:00,05AA,8.26,8.95,331.0,9.76,2018,9,1351.212891,0.002670673,7.0,6.0,0.161,7.1,18.6,0
AB05AA1062,49.62886,-114.64958,2018-09-25 11:07:00,05AA,8.26,8.97,331.0,9.74,2018,9,1351.212891,0.002670673,7.0,6.0,0.161,7.1,18.6,0
AB05AA1062,49.62886,-114.64958,2018-09-25 11:08:00,05AA,8.26,8.94,331.0,9.76,2018,9,1351.212891,0.002670673,7.0,6.0,0.161,7.1,18.6,0
AB05AA1062,49.62886,-114.64958,2018-09-25 11:09:00,05AA,8.26,8.97,332.0,9.74,2018,9,1351.212891,0.002670673,7.0,6.0,0.161,7.1,18.6,0
AB05AA1062,49.62886,-114.64958,2018-09-25 11:10:00,05AA,8.26,8.96,332.0,9.74,2018,9,1351.212891,0.002670673,7.0,6.0,0.161,7.1,18.6,0
AB05AA1062,49.62886,-114.64958,2018-09-25 11:11:00,05AA,8.25,8.93,332.0,9.73,2018,9,1351.212891,0.002670673,7.0,6.0,0.161,7.1,18.6,0
AB05AA1062,49.62886,-114.64958,2018-09-25 11:12:00,05AA,8.19,8.61,343.0,9.34,2018,9,1351.212891,0.002670673,7.0,6.0,0.161,7.1,18.6,0
AB05EB1030,53.46083,-113.0908,2018-09-06 08:06:00,05EB,8.23,6.56,435.0,14.59,2018,9,738.3030396,0.739246011,9.0,11.0,0.299,5.2,64.3,0
AB05EB1030,53.46083,-113.0908,2018-09-06 08:07:00,05EB,8.25,6.55,434.0,14.59,2018,9,738.3030396,0.739246011,9.0,11.0,0.299,5.2,64.3,0
AB05EB1030,53.46083,-113.0908,2018-09-06 08:08:00,05EB,8.29,6.47,435.0,14.59,2018,9,738.3030396,0.739246011,9.0,11.0,0.299,5.2,64.3,0
AB05EB1030,53.46083,-113.0908,2018-09-06 08:09:00,05EB,8.29,6.26,435.0,14.57,2018,9,738.3030396,0.739246011,9.0,11.0,0.299,5.2,64.3,0
AB05EB1030,53.46083,-113.0908,2018-09-06 08:10:00,05EB,8.27,5.7,435.0,14.45,2018,9,738.3030396,0.739246011,9.0,11.0,0.299,5.2,64.3,0
AB05EB1030,53.46083,-113.0908,2018-09-06 08:11:00,05EB,8.24,5.2,436.0,14.35,2018,9,738.3030396,0.739246011,9.0,11.0,0.299,5.2,64.3,0
AB05EB1030,53.46083,-113.0908,2018-09-06 08:12:00,05EB,8.18,4.04,437.0,14.23,2018,9,738.3030396,0.739246011,9.0,11.0,0.299,5.2,64.3,0
AB05EB1030,53.46083,-113.0908,2018-09-06 08:13:00,05EB,8.06,3.7,443.0,14.0,2018,9,738.3030396,0.739246011,9.0,11.0,0.299,5.2,64.3,0
AB05EB1030,53.46083,-113.0908,2018-09-06 08:14:00,05EB,7.88,0.0,463.0,13.65,2018,9,738.3030396,0.739246011,9.0,11.0,0.299,5.2,64.3,0
AB06AC0600,54.51833,-110.42778,2018-09-11 09:15:00,06AC,8.52,7.94,842.0,13.8,2018,9,547.0516357,1.85e-05,10.0,10.0,0.334,5.7,54.0,14
AB06AC0600,54.51833,-110.42778,2018-09-11 09:16:00,06AC,8.57,7.93,840.0,13.82,2018,9,547.0516357,1.85e-05,10.0,10.0,0.334,5.7,54.0,14
AB06AC0600,54.51833,-110.42778,2018-09-11 09:17:00,06AC,8.6,7.9,841.0,13.83,2018,9,547.0516357,1.85e-05,10.0,10.0,0.334,5.7,54.0,14
AB06AC0600,54.51833,-110.42778,2018-09-11 09:18:00,06AC,8.61,7.87,841.0,13.83,2018,9,547.0516357,1.85e-05,10.0,10.0,0.334,5.7,54.0,14
AB06AC0600,54.51833,-110.42778,2018-09-11 09:19:00,06AC,8.63,7.9,841.0,13.83,2018,9,547.0516357,1.85e-05,10.0,10.0,0.334,5.7,54.0,14
AB06AC0600,54.51833,-110.42778,2018-09-11 09:20:00,06AC,8.63,7.86,841.0,13.82,2018,9,547.0516357,1.85e-05,10.0,10.0,0.334,5.7,54.0,14
AB06AC0600,54.51833,-110.42778,2018-09-11 09:21:00,06AC,8.65,7.89,841.0,13.82,2018,9,547.0516357,1.85e-05,10.0,10.0,0.334,5.7,54.0,14
AB06AC0600,54.51833,-110.42778,2018-09-11 09:22:00,06AC,8.65,7.92,841.0,13.82,2018,9,547.0516357,1.85e-05,10.0,10.0,0.334,5.7,54.0,14
AB06AC0600,54.51833,-110.42778,2018-09-11 09:23:00,06AC,8.66,7.88,841.0,13.82,2018,9,547.0516357,1.85e-05,10.0,10.0,0.334,5.7,54.0,14
AB06AC0600,54.51833,-110.42778,2018-09-11 09:24:00,06AC,8.66,7.88,841.0,13.81,2018,9,547.0516357,1.85e-05,10.0,10.0,0.334,5.7,54.0,14
AB06AC0600,54.51833,-110.42778,2018-09-11 09:25:00,06AC,8.67,7.92,840.0,13.81,2018,9,547.0516357,1.85e-05,10.0,10.0,0.334,5.7,54.0,14
AB06AC0600,54.51833,-110.42778,2018-09-11 09:26:00,06AC,8.68,7.97,841.0,13.81,2018,9,547.0516357,1.85e-05,10.0,10.0,0.334,5.7,54.0,14
AB06AC0600,54.51833,-110.42778,2018-09-11 09:27:00,06AC,8.68,7.96,840.0,13.8,2018,9,547.0516357,1.85e-05,10.0,10.0,0.334,5.7,54.0,14
AB06AC0600,54.51833,-110.42778,2018-09-11 09:28:00,06AC,8.68,7.77,840.0,13.7,2018,9,547.0516357,1.85e-05,10.0,10.0,0.334,5.7,54.0,14
AB06AC0600,54.51833,-110.42778,2018-09-11 09:29:00,06AC,8.62,6.78,845.0,13.45,2018,9,547.0516357,1.85e-05,10.0,10.0,0.334,5.7,54.0,14
AB06AC0600,54.51833,-110.42778,2018-09-11 09:30:00,06AC,8.34,1.61,908.0,12.13,2018,9,547.0516357,1.85e-05,10.0,10.0,0.334,5.7,54.0,14
AB06AC0600,54.51833,-110.42778,2018-09-11 09:31:00,06AC,8.16,0.06,954.0,9.61,2018,9,547.0516357,1.85e-05,10.0,10.0,0.334,5.7,54.0,14
AB06AC0600,54.51833,-110.42778,2018-09-11 09:32:00,06AC,8.11,0.04,955.0,7.87,2018,9,547.0516357,1.85e-05,10.0,10.0,0.334,5.7,54.0,14
AB06AC0600,54.51833,-110.42778,2018-09-11 09:33:00,06AC,8.01,0.03,962.0,6.81,2018,9,547.0516357,1.85e-05,10.0,10.0,0.334,5.7,54.0,14
AB06AC0600,54.51833,-110.42778,2018-09-11 09:34:00,06AC,7.94,0.04,967.0,6.26,2018,9,547.0516357,1.85e-05,10.0,10.0,0.334,5.7,54.0,14
AB06AC0600,54.51833,-110.42778,2018-09-11 09:35:00,06AC,7.85,0.03,970.0,5.63,2018,9,547.0516357,1.85e-05,10.0,10.0,0.334,5.7,54.0,14
AB06AC0600,54.51833,-110.42778,2018-09-11 09:36:00,06AC,7.8,0.03,974.0,5.17,2018,9,547.0516357,1.85e-05,10.0,10.0,0.334,5.7,54.0,14
AB06AC0600,54.51833,-110.42778,2018-09-11 09:37:00,06AC,7.74,0.04,979.0,5.0,2018,9,547.0516357,1.85e-05,10.0,10.0,0.334,5.7,54.0,14
AB06AC0600,54.51833,-110.42778,2018-09-11 09:38:00,06AC,7.69,0.03,980.0,4.95,2018,9,547.0516357,1.85e-05,10.0,10.0,0.334,5.7,54.0,14
AB06AC0600,54.51833,-110.42778,2018-09-11 09:39:00,06AC,7.65,0.04,982.0,4.92,2018,9,547.0516357,1.85e-05,10.0,10.0,0.334,5.7,54.0,14
AB05EA0470,53.63228,-114.70639,2018-09-17 12:37:22,05EA,7.75,5.24,369.3,10.09,2018,9,730.2867432,0.00055929,9.0,10.0,0.331,6.7,50.8,0
AB05EA0470,53.63228,-114.70639,2018-09-17 12:40:23,05EA,7.74,5.2,369.7,10.1,2018,9,730.2867432,0.00055929,9.0,10.0,0.331,6.7,50.8,0
AB05EA0470,53.63228,-114.70639,2018-09-17 12:41:48,05EA,7.74,5.22,369.6,10.11,2018,9,730.2867432,0.00055929,9.0,10.0,0.331,6.7,50.8,0
AB05EA0470,53.63228,-114.70639,2018-09-17 12:43:10,05EA,7.74,5.15,369.6,10.09,2018,9,730.2867432,0.00055929,9.0,10.0,0.331,6.7,50.8,0
AB05EA0470,53.63228,-114.70639,2018-09-17 12:44:52,05EA,7.74,5.14,369.7,10.09,2018,9,730.2867432,0.00055929,9.0,10.0,0.331,6.7,50.8,0
AB05EA0470,53.63228,-114.70639,2018-09-17 12:45:34,05EA,7.74,5.08,369.1,10.07,2018,9,730.2867432,0.00055929,9.0,10.0,0.331,6.7,50.8,0
AB05EA0470,53.63228,-114.70639,2018-09-17 12:51:56,05EA,7.74,5.07,369.6,10.06,2018,9,730.2867432,0.00055929,9.0,10.0,0.331,6.7,50.8,0
AB05EA0470,53.63228,-114.70639,2018-09-17 12:53:10,05EA,7.74,5.06,369.7,10.05,2018,9,730.2867432,0.00055929,9.0,10.0,0.331,6.7,50.8,0
AB05EA0470,53.63228,-114.70639,2018-09-17 12:54:16,05EA,7.74,5.03,369.5,10.04,2018,9,730.2867432,0.00055929,9.0,10.0,0.331,6.7,50.8,0
AB05EA0470,53.63228,-114.70639,2018-09-17 12:55:11,05EA,7.72,4.99,369.2,10.01,2018,9,730.2867432,0.00055929,9.0,10.0,0.331,6.7,50.8,0
AB05EA0470,53.63228,-114.70639,2018-09-17 12:56:37,05EA,7.73,4.91,369.2,10.01,2018,9,730.2867432,0.00055929,9.0,10.0,0.331,6.7,50.8,0
AB05EA0470,53.63228,-114.70639,2018-09-17 12:57:33,05EA,7.73,4.96,369.6,10.01,2018,9,730.2867432,0.00055929,9.0,10.0,0.331,6.7,50.8,0
AB05EA0470,53.63228,-114.70639,2018-09-17 12:58:05,05EA,7.73,4.92,369.4,10.01,2018,9,730.2867432,0.00055929,9.0,10.0,0.331,6.7,50.8,0
AB06AC0780,54.25944,-110.74472,2018-09-11 17:00:00,06AC,8.47,7.93,2387.0,11.92,2018,9,549.3010864,0.001638517,13.0,12.0,0.334,5.3,41.1,0
AB06AC0780,54.25944,-110.74472,2018-09-11 17:01:00,06AC,8.47,7.93,2389.0,11.91,2018,9,549.3010864,0.001638517,13.0,12.0,0.334,5.3,41.1,0
AB06AC0780,54.25944,-110.74472,2018-09-11 17:02:00,06AC,8.49,7.9,2387.0,11.91,2018,9,549.3010864,0.001638517,13.0,12.0,0.334,5.3,41.1,0
AB05EA0600,53.72223,-114.49857,2018-09-05 09:30:00,05EA,8.12,11.56,360.0,15.26,2018,9,724.1238403,4.5e-05,8.0,10.0,0.376,6.6,54.8,1
AB05EA0600,53.72223,-114.49857,2018-09-05 09:31:00,05EA,8.2,11.44,360.0,15.08,2018,9,724.1238403,4.5e-05,8.0,10.0,0.376,6.6,54.8,1
AB05EA0600,53.72223,-114.49857,2018-09-05 09:32:00,05EA,8.28,10.95,360.0,14.84,2018,9,724.1238403,4.5e-05,8.0,10.0,0.376,6.6,54.8,1
AB05EA0600,53.72223,-114.49857,2018-09-05 09:33:00,05EA,8.31,10.86,361.0,14.84,2018,9,724.1238403,4.5e-05,8.0,10.0,0.376,6.6,54.8,1
AB05EA0600,53.72223,-114.49857,2018-09-05 09:34:00,05EA,8.3,10.13,362.0,14.78,2018,9,724.1238403,4.5e-05,8.0,10.0,0.376,6.6,54.8,1
AB05EA0600,53.72223,-114.49857,2018-09-05 09:35:00,05EA,8.3,9.75,363.0,14.76,2018,9,724.1238403,4.5e-05,8.0,10.0,0.376,6.6,54.8,1
AB05EA0600,53.72223,-114.49857,2018-09-05 09:36:00,05EA,8.31,9.66,363.0,14.73,2018,9,724.1238403,4.5e-05,8.0,10.0,0.376,6.6,54.8,1
AB05EA0600,53.72223,-114.49857,2018-09-05 09:37:00,05EA,8.32,9.57,364.0,14.75,2018,9,724.1238403,4.5e-05,8.0,10.0,0.376,6.6,54.8,1
AB05EA0600,53.72223,-114.49857,2018-09-05 09:38:00,05EA,8.32,9.41,364.0,14.72,2018,9,724.1238403,4.5e-05,8.0,10.0,0.376,6.6,54.8,1
AB05EA0600,53.72223,-114.49857,2018-09-05 09:39:00,05EA,8.27,8.24,365.0,14.61,2018,9,724.1238403,4.5e-05,8.0,10.0,0.376,6.6,54.8,1
AB05EA0600,53.72223,-114.49857,2018-09-05 09:40:00,05EA,8.23,7.19,366.0,14.45,2018,9,724.1238403,4.5e-05,8.0,10.0,0.376,6.6,54.8,1
AB05EA0600,53.72223,-114.49857,2018-09-05 09:41:00,05EA,8.18,5.62,368.0,14.28,2018,9,724.1238403,4.5e-05,8.0,10.0,0.376,6.6,54.8,1
AB05EA0600,53.72223,-114.49857,2018-09-05 09:42:00,05EA,8.11,5.36,369.0,14.27,2018,9,724.1238403,4.5e-05,8.0,10.0,0.376,6.6,54.8,1
AB05EA0600,53.72223,-114.49857,2018-09-05 09:43:00,05EA,8.06,4.9,370.0,14.3,2018,9,724.1238403,4.5e-05,8.0,10.0,0.376,6.6,54.8,1
AB05FA2097,52.43074,-113.79738,2018-09-18 13:50:00,05FA,8.48,9.61,477.0,8.69,2018,9,856.199646,0.029304823,10.0,12.0,0.215,5.9,61.0,1
AB05FA2097,52.43074,-113.79738,2018-09-18 13:52:00,05FA,8.49,9.65,477.0,8.26,2018,9,856.199646,0.029304823,10.0,12.0,0.215,5.9,61.0,1
AB05FA2097,52.43074,-113.79738,2018-09-18 13:54:00,05FA,8.49,9.77,477.0,8.02,2018,9,856.199646,0.029304823,10.0,12.0,0.215,5.9,61.0,1
AB05FA2097,52.43074,-113.79738,2018-09-18 13:56:00,05FA,8.5,9.79,476.0,7.9,2018,9,856.199646,0.029304823,10.0,12.0,0.215,5.9,61.0,1
AB05FA2097,52.43074,-113.79738,2018-09-18 13:58:00,05FA,8.51,9.99,475.0,7.84,2018,9,856.199646,0.029304823,10.0,12.0,0.215,5.9,61.0,1
AB05FA2097,52.43074,-113.79738,2018-09-18 14:00:00,05FA,8.5,10.14,474.0,7.85,2018,9,856.199646,0.029304823,10.0,12.0,0.215,5.9,61.0,1
AB05ED1250,53.85889,-110.50917,2018-09-05 09:30:00,05ED,8.9,10.15,957.0,15.39,2018,9,567.6530762,0.003530756,8.0,10.0,0.376,4.8,57.6,0
AB05ED1250,53.85889,-110.50917,2018-09-05 09:31:00,05ED,8.95,10.19,957.0,15.33,2018,9,567.6530762,0.003530756,8.0,10.0,0.376,4.8,57.6,0
AB05ED1250,53.85889,-110.50917,2018-09-05 09:32:00,05ED,8.97,10.2,957.0,15.17,2018,9,567.6530762,0.003530756,8.0,10.0,0.376,4.8,57.6,0
AB05ED1250,53.85889,-110.50917,2018-09-05 09:33:00,05ED,8.98,10.15,958.0,15.11,2018,9,567.6530762,0.003530756,8.0,10.0,0.376,4.8,57.6,0
AB05ED1250,53.85889,-110.50917,2018-09-05 09:34:00,05ED,8.98,10.1,958.0,15.08,2018,9,567.6530762,0.003530756,8.0,10.0,0.376,4.8,57.6,0
AB05ED1250,53.85889,-110.50917,2018-09-05 09:35:00,05ED,8.98,10.05,958.0,15.07,2018,9,567.6530762,0.003530756,8.0,10.0,0.376,4.8,57.6,0
AB05ED1250,53.85889,-110.50917,2018-09-05 09:36:00,05ED,8.99,9.87,958.0,15.05,2018,9,567.6530762,0.003530756,8.0,10.0,0.376,4.8,57.6,0
AB05ED1250,53.85889,-110.50917,2018-09-05 09:37:00,05ED,8.99,9.84,958.0,15.04,2018,9,567.6530762,0.003530756,8.0,10.0,0.376,4.8,57.6,0
AB05ED1250,53.85889,-110.50917,2018-09-05 09:38:00,05ED,8.99,9.78,958.0,15.01,2018,9,567.6530762,0.003530756,8.0,10.0,0.376,4.8,57.6,0
AB05ED1250,53.85889,-110.50917,2018-09-05 09:39:00,05ED,9.0,9.78,958.0,14.98,2018,9,567.6530762,0.003530756,8.0,10.0,0.376,4.8,57.6,0
AB05ED1250,53.85889,-110.50917,2018-09-05 09:40:00,05ED,9.0,9.89,958.0,14.91,2018,9,567.6530762,0.003530756,8.0,10.0,0.376,4.8,57.6,0
